system:index,aspect,latitude,longitude,.geo
3296_0,4,67.52355113356994,-51.64561440089453,"{""type"":""MultiPoint"",""coordinates"":[]}"
3301_0,3,74.38807351418941,-55.33767934182586,"{""type"":""MultiPoint"",""coordinates"":[]}"
3315_0,3,62.09907669177371,-47.65077568065877,"{""type"":""MultiPoint"",""coordinates"":[]}"
3316_0,2,76.7713571489673,-69.101947599083,"{""type"":""MultiPoint"",""coordinates"":[]}"
3325_0,1,79.84967890881474,-63.770257950902085,"{""type"":""MultiPoint"",""coordinates"":[]}"
3333_0,4,69.53500908983925,-53.45424125452801,"{""type"":""MultiPoint"",""coordinates"":[]}"
3353_0,3,69.62189348706471,-50.10138841805623,"{""type"":""MultiPoint"",""coordinates"":[]}"
3354_0,4,65.19694870954535,-51.17226327967045,"{""type"":""MultiPoint"",""coordinates"":[]}"
3360_0,2,60.698663373845406,-43.15660575898036,"{""type"":""MultiPoint"",""coordinates"":[]}"
3367_0,4,71.5874089706947,-53.431456987864486,"{""type"":""MultiPoint"",""coordinates"":[]}"
3375_0,3,76.178766943723,-68.36263810811391,"{""type"":""MultiPoint"",""coordinates"":[]}"
3377_0,1,79.46076972404907,-63.9255912949843,"{""type"":""MultiPoint"",""coordinates"":[]}"
3378_0,1,78.15304527508115,-68.39371976941626,"{""type"":""MultiPoint"",""coordinates"":[]}"
3379_0,2,80.42421731334248,-65.6418336958419,"{""type"":""MultiPoint"",""coordinates"":[]}"
3382_0,2,75.9782980348477,-58.97159920821641,"{""type"":""MultiPoint"",""coordinates"":[]}"
3402_0,2,65.6232992819705,-51.74019122517724,"{""type"":""MultiPoint"",""coordinates"":[]}"
3431_0,4,63.71045780048575,-51.061492902296,"{""type"":""MultiPoint"",""coordinates"":[]}"
3441_0,2,61.722751441358284,-46.78458370416483,"{""type"":""MultiPoint"",""coordinates"":[]}"
3452_0,3,74.05126956614903,-54.32524215319173,"{""type"":""MultiPoint"",""coordinates"":[]}"
3463_0,4,62.19025982449625,-48.710065990683574,"{""type"":""MultiPoint"",""coordinates"":[]}"
3478_0,2,76.68888906400636,-62.82440416446299,"{""type"":""MultiPoint"",""coordinates"":[]}"
3483_0,4,78.43365686995025,-70.65793530647235,"{""type"":""MultiPoint"",""coordinates"":[]}"
3486_0,3,65.25185797384385,-50.42466438636884,"{""type"":""MultiPoint"",""coordinates"":[]}"
3507_0,3,77.50237484716939,-68.64700044132442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3511_0,2,69.73782779985139,-52.24200849154284,"{""type"":""MultiPoint"",""coordinates"":[]}"
3515_0,3,69.78825544694514,-53.73611676441943,"{""type"":""MultiPoint"",""coordinates"":[]}"
3542_0,3,61.25550807059711,-46.74356770261045,"{""type"":""MultiPoint"",""coordinates"":[]}"
3546_0,2,60.6106306123573,-44.70581672266043,"{""type"":""MultiPoint"",""coordinates"":[]}"
3548_0,4,66.00434015607391,-49.84539503663291,"{""type"":""MultiPoint"",""coordinates"":[]}"
3558_0,2,69.49335870020016,-49.39244022600996,"{""type"":""MultiPoint"",""coordinates"":[]}"
3567_0,1,65.0654622294694,-50.4331032043358,"{""type"":""MultiPoint"",""coordinates"":[]}"
3582_0,4,61.34853199682671,-47.79221763096445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3585_0,1,64.24212832081963,-50.78516530648296,"{""type"":""MultiPoint"",""coordinates"":[]}"
3602_0,2,70.60285246768963,-50.95173353027556,"{""type"":""MultiPoint"",""coordinates"":[]}"
3609_0,2,77.08002007431894,-67.11712097395308,"{""type"":""MultiPoint"",""coordinates"":[]}"
3645_0,1,76.52080787955786,-68.78439343810327,"{""type"":""MultiPoint"",""coordinates"":[]}"
3652_0,1,62.07327725157741,-47.5515269081705,"{""type"":""MultiPoint"",""coordinates"":[]}"
3657_0,1,66.66166855688786,-51.037447323129875,"{""type"":""MultiPoint"",""coordinates"":[]}"
3659_0,2,63.298840944389596,-50.16658805261555,"{""type"":""MultiPoint"",""coordinates"":[]}"
3678_0,4,67.00615303487346,-50.30008746118646,"{""type"":""MultiPoint"",""coordinates"":[]}"
3681_0,4,68.01447203382507,-50.626617516196085,"{""type"":""MultiPoint"",""coordinates"":[]}"
3700_0,1,63.27458775362036,-49.15114450718968,"{""type"":""MultiPoint"",""coordinates"":[]}"
3709_0,3,66.9990302356639,-51.24744938465433,"{""type"":""MultiPoint"",""coordinates"":[]}"
3712_0,4,80.98297187019993,-63.24982578532903,"{""type"":""MultiPoint"",""coordinates"":[]}"
3719_0,2,67.32597513805173,-51.73903714660527,"{""type"":""MultiPoint"",""coordinates"":[]}"
3720_0,3,64.66122491803073,-51.657384097784885,"{""type"":""MultiPoint"",""coordinates"":[]}"
3726_0,3,69.85308515477593,-52.91910568536064,"{""type"":""MultiPoint"",""coordinates"":[]}"
3729_0,3,61.42665143103066,-48.214344372554145,"{""type"":""MultiPoint"",""coordinates"":[]}"
3730_0,4,66.11574883974582,-53.17024706752147,"{""type"":""MultiPoint"",""coordinates"":[]}"
3732_0,1,70.18971368141406,-50.580349967322746,"{""type"":""MultiPoint"",""coordinates"":[]}"
3736_0,4,62.8895700522551,-49.174477002146034,"{""type"":""MultiPoint"",""coordinates"":[]}"
3756_0,3,81.02686457309598,-58.484063660008516,"{""type"":""MultiPoint"",""coordinates"":[]}"
3760_0,3,80.70778185623652,-61.2754271760516,"{""type"":""MultiPoint"",""coordinates"":[]}"
3762_0,3,67.83198350735263,-53.50080986914554,"{""type"":""MultiPoint"",""coordinates"":[]}"
3766_0,4,66.91467051045137,-50.782819491578095,"{""type"":""MultiPoint"",""coordinates"":[]}"
3769_0,2,70.26673200272927,-51.91130698345356,"{""type"":""MultiPoint"",""coordinates"":[]}"
3784_0,4,68.42440595249647,-49.48086337652274,"{""type"":""MultiPoint"",""coordinates"":[]}"
3786_0,3,73.25962854901306,-53.32269695925029,"{""type"":""MultiPoint"",""coordinates"":[]}"
3789_0,4,66.54257586315617,-49.41542478421963,"{""type"":""MultiPoint"",""coordinates"":[]}"
3792_0,4,76.09696361572095,-65.59548649897457,"{""type"":""MultiPoint"",""coordinates"":[]}"
3794_0,4,66.56774291487629,-52.32637510718029,"{""type"":""MultiPoint"",""coordinates"":[]}"
3798_0,1,72.1229365099825,-52.27320825570257,"{""type"":""MultiPoint"",""coordinates"":[]}"
3809_0,2,68.9101905682392,-50.9418770532336,"{""type"":""MultiPoint"",""coordinates"":[]}"
3817_0,2,68.98872436015823,-49.66417390041044,"{""type"":""MultiPoint"",""coordinates"":[]}"
3841_0,3,66.16478784749297,-50.64374863606472,"{""type"":""MultiPoint"",""coordinates"":[]}"
3842_0,3,74.17469180667729,-54.95217648998838,"{""type"":""MultiPoint"",""coordinates"":[]}"
3844_0,4,65.77138960134101,-50.05650881490173,"{""type"":""MultiPoint"",""coordinates"":[]}"
3846_0,3,61.370164531644434,-45.38197827319524,"{""type"":""MultiPoint"",""coordinates"":[]}"
3848_0,4,66.8146392255545,-50.87479093404084,"{""type"":""MultiPoint"",""coordinates"":[]}"
3856_0,1,67.55628587004038,-52.213648208782075,"{""type"":""MultiPoint"",""coordinates"":[]}"
3866_0,1,79.70348923866898,-62.125707098102566,"{""type"":""MultiPoint"",""coordinates"":[]}"
3872_0,1,66.54146679239568,-50.142875326550744,"{""type"":""MultiPoint"",""coordinates"":[]}"
3875_0,2,67.29414332947805,-52.33184912061403,"{""type"":""MultiPoint"",""coordinates"":[]}"
3882_0,3,63.895823025994765,-50.029200602090825,"{""type"":""MultiPoint"",""coordinates"":[]}"
3883_0,1,74.51521722915213,-55.78382133329886,"{""type"":""MultiPoint"",""coordinates"":[]}"
3887_0,2,62.35746370688063,-48.30074820106547,"{""type"":""MultiPoint"",""coordinates"":[]}"
3900_0,2,76.65791306199262,-62.11926990706178,"{""type"":""MultiPoint"",""coordinates"":[]}"
3904_0,2,65.25102224870486,-50.44562092437438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3907_0,1,69.87116371469808,-52.61131965848289,"{""type"":""MultiPoint"",""coordinates"":[]}"
3912_0,2,61.09984490237258,-44.904988156480805,"{""type"":""MultiPoint"",""coordinates"":[]}"
3914_0,2,76.3188541474249,-67.68114256682023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3924_0,2,69.54304406458664,-52.67192539542705,"{""type"":""MultiPoint"",""coordinates"":[]}"
3926_0,2,71.22999290534253,-52.12813490142342,"{""type"":""MultiPoint"",""coordinates"":[]}"
3933_0,2,79.26769007856029,-63.643194473547055,"{""type"":""MultiPoint"",""coordinates"":[]}"
3948_0,1,66.25460812140777,-51.98305984245321,"{""type"":""MultiPoint"",""coordinates"":[]}"
3954_0,4,80.75204344968105,-58.367645401613416,"{""type"":""MultiPoint"",""coordinates"":[]}"
3967_0,1,66.58818251043533,-50.22954106271297,"{""type"":""MultiPoint"",""coordinates"":[]}"
3982_0,1,60.429999919226155,-44.52565296489177,"{""type"":""MultiPoint"",""coordinates"":[]}"
3984_0,1,64.72765043397189,-49.62591788572497,"{""type"":""MultiPoint"",""coordinates"":[]}"
3989_0,2,65.09355638292416,-49.524138519237475,"{""type"":""MultiPoint"",""coordinates"":[]}"
4017_0,3,61.23341942045469,-45.178333821316,"{""type"":""MultiPoint"",""coordinates"":[]}"
4039_0,1,66.30805117229842,-53.51933399893648,"{""type"":""MultiPoint"",""coordinates"":[]}"
4042_0,4,65.82469948626225,-50.52283166454236,"{""type"":""MultiPoint"",""coordinates"":[]}"
4046_0,2,64.96874996583354,-51.080556082035315,"{""type"":""MultiPoint"",""coordinates"":[]}"
4063_0,2,74.67313051381836,-56.373184706442444,"{""type"":""MultiPoint"",""coordinates"":[]}"
4066_0,2,65.85384113529157,-50.63818844036547,"{""type"":""MultiPoint"",""coordinates"":[]}"
4069_0,1,66.90651958382664,-51.36265793692757,"{""type"":""MultiPoint"",""coordinates"":[]}"
4070_0,2,75.88122645792774,-58.39698780204962,"{""type"":""MultiPoint"",""coordinates"":[]}"
4073_0,2,65.8685687443259,-50.44637488481609,"{""type"":""MultiPoint"",""coordinates"":[]}"
4075_0,2,74.07673467884369,-55.224831492682505,"{""type"":""MultiPoint"",""coordinates"":[]}"
4077_0,1,60.86679624805293,-46.73355075395565,"{""type"":""MultiPoint"",""coordinates"":[]}"
4083_0,2,61.04740033111347,-44.68329378572356,"{""type"":""MultiPoint"",""coordinates"":[]}"
4085_0,4,80.71615417143752,-62.01453474296691,"{""type"":""MultiPoint"",""coordinates"":[]}"
4093_0,4,67.06473344843292,-51.421642732057954,"{""type"":""MultiPoint"",""coordinates"":[]}"
4108_0,1,60.22148180316443,-44.08080231170351,"{""type"":""MultiPoint"",""coordinates"":[]}"
4115_0,2,70.72346911276821,-50.63998155817007,"{""type"":""MultiPoint"",""coordinates"":[]}"
4116_0,1,80.7113142076979,-60.61992172187914,"{""type"":""MultiPoint"",""coordinates"":[]}"
4124_0,4,64.75403502527372,-50.55853038365422,"{""type"":""MultiPoint"",""coordinates"":[]}"
4131_0,4,66.11037960949214,-49.37258556182066,"{""type"":""MultiPoint"",""coordinates"":[]}"
4133_0,4,76.3075872311451,-60.43992792695096,"{""type"":""MultiPoint"",""coordinates"":[]}"
4134_0,2,73.82079066168762,-54.50557638817294,"{""type"":""MultiPoint"",""coordinates"":[]}"
4135_0,4,73.03855167575585,-54.17674415919025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4136_0,2,61.157365177415485,-47.21191873597865,"{""type"":""MultiPoint"",""coordinates"":[]}"
4147_0,2,71.63924857199126,-52.100565350699036,"{""type"":""MultiPoint"",""coordinates"":[]}"
4153_0,4,65.86110668136998,-50.22336992058371,"{""type"":""MultiPoint"",""coordinates"":[]}"
4156_0,2,73.65674232187963,-54.82545402671326,"{""type"":""MultiPoint"",""coordinates"":[]}"
4175_0,2,70.43750784706816,-53.308133093981766,"{""type"":""MultiPoint"",""coordinates"":[]}"
4176_0,2,76.50580625297198,-66.0963442942222,"{""type"":""MultiPoint"",""coordinates"":[]}"
4178_0,1,78.55359787062034,-71.76073975838649,"{""type"":""MultiPoint"",""coordinates"":[]}"
4182_0,2,65.85348963848669,-53.2223197882924,"{""type"":""MultiPoint"",""coordinates"":[]}"
4183_0,2,62.339326732929585,-49.71674014742854,"{""type"":""MultiPoint"",""coordinates"":[]}"
4184_0,2,68.27520654058095,-50.135166598647125,"{""type"":""MultiPoint"",""coordinates"":[]}"
4187_0,4,80.67301365110262,-60.62437313196194,"{""type"":""MultiPoint"",""coordinates"":[]}"
4189_0,1,65.1239673891828,-50.60620430701019,"{""type"":""MultiPoint"",""coordinates"":[]}"
4198_0,2,72.37233270870489,-53.683451908293264,"{""type"":""MultiPoint"",""coordinates"":[]}"
4210_0,4,78.37896190330784,-71.01120178754427,"{""type"":""MultiPoint"",""coordinates"":[]}"
4223_0,2,62.648206504230814,-48.59966177953212,"{""type"":""MultiPoint"",""coordinates"":[]}"
4224_0,4,67.83530061101281,-50.774167767981716,"{""type"":""MultiPoint"",""coordinates"":[]}"
4235_0,1,63.2609553319479,-48.97359995392466,"{""type"":""MultiPoint"",""coordinates"":[]}"
4285_0,1,77.13132978434523,-66.91923148709955,"{""type"":""MultiPoint"",""coordinates"":[]}"
4293_0,1,60.404803990768464,-43.71453726493056,"{""type"":""MultiPoint"",""coordinates"":[]}"
4295_0,1,76.63839114804586,-67.96881659411817,"{""type"":""MultiPoint"",""coordinates"":[]}"
4296_0,2,71.79130350771239,-51.92310160439081,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311_0,1,71.81684349586831,-55.04909684872505,"{""type"":""MultiPoint"",""coordinates"":[]}"
4324_0,3,70.08785055265668,-53.482769728697434,"{""type"":""MultiPoint"",""coordinates"":[]}"
4334_0,4,67.80031572998041,-49.89011360456675,"{""type"":""MultiPoint"",""coordinates"":[]}"
4338_0,3,61.752441959575236,-45.79860448128611,"{""type"":""MultiPoint"",""coordinates"":[]}"
4355_0,1,78.52356426275112,-67.40112452968638,"{""type"":""MultiPoint"",""coordinates"":[]}"
4356_0,2,69.59434399294908,-53.77015473350056,"{""type"":""MultiPoint"",""coordinates"":[]}"
4365_0,3,72.7217730722696,-54.367900935126315,"{""type"":""MultiPoint"",""coordinates"":[]}"
4366_0,4,76.40333512374359,-60.53634106111608,"{""type"":""MultiPoint"",""coordinates"":[]}"
4376_0,4,68.1065015569605,-51.121353664723024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4377_0,3,63.21061488251522,-50.706154102759626,"{""type"":""MultiPoint"",""coordinates"":[]}"
4381_0,2,62.56762015496299,-49.00215288516032,"{""type"":""MultiPoint"",""coordinates"":[]}"
4385_0,2,72.53368475420824,-53.04849054482711,"{""type"":""MultiPoint"",""coordinates"":[]}"
4393_0,1,67.68466547621202,-53.4002916161618,"{""type"":""MultiPoint"",""coordinates"":[]}"
4397_0,4,70.49332845220151,-53.821523723893236,"{""type"":""MultiPoint"",""coordinates"":[]}"
4410_0,3,64.87414272230235,-49.97826900976809,"{""type"":""MultiPoint"",""coordinates"":[]}"
4421_0,1,67.50078459088103,-51.79298163696257,"{""type"":""MultiPoint"",""coordinates"":[]}"
4423_0,2,67.26975159464546,-49.56540171388891,"{""type"":""MultiPoint"",""coordinates"":[]}"
4425_0,2,61.265285064716224,-46.89935923788072,"{""type"":""MultiPoint"",""coordinates"":[]}"
4430_0,2,76.08822939412273,-68.18368474734851,"{""type"":""MultiPoint"",""coordinates"":[]}"
4464_0,2,64.68507627523722,-50.92730298889801,"{""type"":""MultiPoint"",""coordinates"":[]}"
4468_0,1,60.97288909180902,-45.94761501477984,"{""type"":""MultiPoint"",""coordinates"":[]}"
4469_0,1,78.57677502356476,-69.77933118963601,"{""type"":""MultiPoint"",""coordinates"":[]}"
4476_0,1,63.54077637202032,-48.78087944011875,"{""type"":""MultiPoint"",""coordinates"":[]}"
4480_0,4,72.45883985300449,-55.20179420964591,"{""type"":""MultiPoint"",""coordinates"":[]}"
4494_0,4,71.41621134329633,-50.90013969073612,"{""type"":""MultiPoint"",""coordinates"":[]}"
4496_0,1,67.42777110177134,-52.45594996384933,"{""type"":""MultiPoint"",""coordinates"":[]}"
4503_0,4,69.79261253888309,-50.04662667603688,"{""type"":""MultiPoint"",""coordinates"":[]}"
4506_0,3,63.69075471982793,-49.95681466063023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4509_0,4,68.64109463214572,-50.230343516181726,"{""type"":""MultiPoint"",""coordinates"":[]}"
4517_0,4,62.28151366357764,-47.99133563533147,"{""type"":""MultiPoint"",""coordinates"":[]}"
4518_0,2,61.48704540603567,-46.136347292112696,"{""type"":""MultiPoint"",""coordinates"":[]}"
4522_0,1,66.19989186830269,-49.57418340516434,"{""type"":""MultiPoint"",""coordinates"":[]}"
4527_0,1,66.96291821791597,-49.95766744469419,"{""type"":""MultiPoint"",""coordinates"":[]}"
4528_0,3,64.35232582906745,-49.89793724803298,"{""type"":""MultiPoint"",""coordinates"":[]}"
4530_0,4,61.44848670694053,-48.36965892441448,"{""type"":""MultiPoint"",""coordinates"":[]}"
4539_0,4,73.14018251294635,-53.50812106723623,"{""type"":""MultiPoint"",""coordinates"":[]}"
4542_0,3,76.39304343945378,-69.28191094246844,"{""type"":""MultiPoint"",""coordinates"":[]}"
4549_0,1,77.84602177821974,-70.95420376680059,"{""type"":""MultiPoint"",""coordinates"":[]}"
4560_0,3,66.69832597386605,-50.23701140873432,"{""type"":""MultiPoint"",""coordinates"":[]}"
4562_0,2,73.19165203113019,-54.192601504277725,"{""type"":""MultiPoint"",""coordinates"":[]}"
4569_0,3,80.43703571138425,-60.33062374985673,"{""type"":""MultiPoint"",""coordinates"":[]}"
4575_0,2,64.96912316596818,-51.07228032461331,"{""type"":""MultiPoint"",""coordinates"":[]}"
4576_0,1,65.65851236488712,-49.35764606924687,"{""type"":""MultiPoint"",""coordinates"":[]}"
4580_0,2,69.80663231708142,-53.52396979417319,"{""type"":""MultiPoint"",""coordinates"":[]}"
4591_0,4,65.2965910195294,-50.091699132535446,"{""type"":""MultiPoint"",""coordinates"":[]}"
4594_0,1,64.94828168205095,-51.87464237652471,"{""type"":""MultiPoint"",""coordinates"":[]}"
4619_0,4,63.66719247773099,-49.128241384961825,"{""type"":""MultiPoint"",""coordinates"":[]}"
4625_0,4,72.48005053383181,-53.68351606499375,"{""type"":""MultiPoint"",""coordinates"":[]}"
4642_0,3,60.85141674116743,-45.712495681926804,"{""type"":""MultiPoint"",""coordinates"":[]}"
4652_0,2,68.15200563408882,-51.148894741450995,"{""type"":""MultiPoint"",""coordinates"":[]}"
4653_0,4,62.8195954120334,-49.06369926911866,"{""type"":""MultiPoint"",""coordinates"":[]}"
4659_0,1,67.24057881899179,-50.711278070410046,"{""type"":""MultiPoint"",""coordinates"":[]}"
4668_0,4,60.6477742010318,-43.611678834348155,"{""type"":""MultiPoint"",""coordinates"":[]}"
4674_0,2,69.68540838061816,-53.65935499531988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4677_0,4,63.59007482506902,-49.174956188752674,"{""type"":""MultiPoint"",""coordinates"":[]}"
4688_0,2,63.08026942622825,-49.02717907890001,"{""type"":""MultiPoint"",""coordinates"":[]}"
4690_0,1,78.62953546361418,-68.8744467186434,"{""type"":""MultiPoint"",""coordinates"":[]}"
4709_0,2,61.795810870497306,-46.392069928216316,"{""type"":""MultiPoint"",""coordinates"":[]}"
4711_0,2,74.83663174528895,-56.640528473236316,"{""type"":""MultiPoint"",""coordinates"":[]}"
4729_0,3,64.1047697927526,-49.865579197372995,"{""type"":""MultiPoint"",""coordinates"":[]}"
4730_0,4,72.2063400584972,-54.39492171481149,"{""type"":""MultiPoint"",""coordinates"":[]}"
4737_0,1,79.36780138948414,-63.711055803237414,"{""type"":""MultiPoint"",""coordinates"":[]}"
4738_0,4,80.510873909509,-60.21121763761385,"{""type"":""MultiPoint"",""coordinates"":[]}"
4755_0,1,66.27251008367443,-53.15062198259728,"{""type"":""MultiPoint"",""coordinates"":[]}"
4763_0,4,64.76154177120632,-51.672354640384626,"{""type"":""MultiPoint"",""coordinates"":[]}"
4766_0,1,67.46142602906131,-50.3450810342578,"{""type"":""MultiPoint"",""coordinates"":[]}"
4767_0,2,77.51942343778502,-65.1226945759762,"{""type"":""MultiPoint"",""coordinates"":[]}"
4774_0,1,67.68712191221513,-51.0831573607831,"{""type"":""MultiPoint"",""coordinates"":[]}"
4779_0,2,64.56644394435558,-49.73933652408797,"{""type"":""MultiPoint"",""coordinates"":[]}"
4784_0,4,65.03817119746087,-50.62401451997055,"{""type"":""MultiPoint"",""coordinates"":[]}"
4785_0,3,70.5171234201243,-50.924960551265194,"{""type"":""MultiPoint"",""coordinates"":[]}"
4786_0,3,69.79798264280221,-52.31116516865856,"{""type"":""MultiPoint"",""coordinates"":[]}"
4805_0,2,64.08542951757994,-50.61171821130225,"{""type"":""MultiPoint"",""coordinates"":[]}"
4806_0,2,77.16234334562496,-69.80122097007637,"{""type"":""MultiPoint"",""coordinates"":[]}"
4810_0,2,76.31596167508891,-60.28211476891473,"{""type"":""MultiPoint"",""coordinates"":[]}"
4819_0,2,69.59879024175274,-53.30502748477271,"{""type"":""MultiPoint"",""coordinates"":[]}"
4841_0,3,62.0588752364859,-48.546800052737304,"{""type"":""MultiPoint"",""coordinates"":[]}"
4860_0,4,60.32128088473131,-44.597215160602175,"{""type"":""MultiPoint"",""coordinates"":[]}"
4876_0,1,78.29585646634573,-70.15293988419533,"{""type"":""MultiPoint"",""coordinates"":[]}"
4877_0,2,63.32698322375881,-48.99552369389073,"{""type"":""MultiPoint"",""coordinates"":[]}"
4878_0,4,73.36058698482387,-53.39978639320814,"{""type"":""MultiPoint"",""coordinates"":[]}"
4880_0,3,61.70052843770237,-48.90768136483207,"{""type"":""MultiPoint"",""coordinates"":[]}"
4886_0,2,70.48452056203456,-53.92070020894949,"{""type"":""MultiPoint"",""coordinates"":[]}"
4902_0,2,74.00683897423687,-56.00829032632254,"{""type"":""MultiPoint"",""coordinates"":[]}"
4906_0,4,64.79621557683296,-51.65274924181541,"{""type"":""MultiPoint"",""coordinates"":[]}"
4908_0,2,77.83670835942044,-68.15080137291716,"{""type"":""MultiPoint"",""coordinates"":[]}"
4915_0,1,66.89879508233618,-52.03392615615041,"{""type"":""MultiPoint"",""coordinates"":[]}"
4929_0,4,81.05672985256481,-63.43121571245602,"{""type"":""MultiPoint"",""coordinates"":[]}"
4935_0,2,76.37097884568459,-62.87786638551715,"{""type"":""MultiPoint"",""coordinates"":[]}"
4937_0,1,66.97708155013507,-50.50729985100142,"{""type"":""MultiPoint"",""coordinates"":[]}"
4943_0,1,64.14944053712009,-49.24033461006451,"{""type"":""MultiPoint"",""coordinates"":[]}"
4951_0,2,61.290788640192915,-47.41051717285252,"{""type"":""MultiPoint"",""coordinates"":[]}"
4953_0,1,78.43115208923706,-70.64182746471734,"{""type"":""MultiPoint"",""coordinates"":[]}"
4961_0,4,60.11923981809461,-44.04945761234411,"{""type"":""MultiPoint"",""coordinates"":[]}"
4968_0,2,75.05350204318566,-57.48338123134494,"{""type"":""MultiPoint"",""coordinates"":[]}"
4970_0,4,61.87736049558262,-49.15144844389554,"{""type"":""MultiPoint"",""coordinates"":[]}"
4971_0,1,63.323519315566685,-49.10435472485915,"{""type"":""MultiPoint"",""coordinates"":[]}"
4978_0,2,63.8486971896171,-50.10764773988482,"{""type"":""MultiPoint"",""coordinates"":[]}"
4979_0,1,67.68584063583069,-53.443353778024154,"{""type"":""MultiPoint"",""coordinates"":[]}"
4980_0,2,67.13600279841316,-50.872615299662044,"{""type"":""MultiPoint"",""coordinates"":[]}"
4988_0,1,73.84550023036371,-55.571092937385096,"{""type"":""MultiPoint"",""coordinates"":[]}"
4992_0,1,68.25727938118143,-50.64766889090321,"{""type"":""MultiPoint"",""coordinates"":[]}"
4995_0,1,65.60243036812457,-52.96635223316579,"{""type"":""MultiPoint"",""coordinates"":[]}"
5011_0,2,66.85024128746979,-49.8649446533644,"{""type"":""MultiPoint"",""coordinates"":[]}"
5014_0,2,65.74165568189495,-52.51923797255219,"{""type"":""MultiPoint"",""coordinates"":[]}"
5016_0,4,69.17733975269215,-49.399861864210045,"{""type"":""MultiPoint"",""coordinates"":[]}"
5022_0,2,63.74233284446237,-50.631182387526906,"{""type"":""MultiPoint"",""coordinates"":[]}"
5041_0,2,77.76265626020626,-67.87062741259386,"{""type"":""MultiPoint"",""coordinates"":[]}"
5050_0,4,61.96955976367881,-47.74919726371487,"{""type"":""MultiPoint"",""coordinates"":[]}"
5070_0,1,66.20588435790083,-52.030124812613025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5077_0,4,68.15220050564965,-50.27847773421023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5081_0,1,72.97218734430018,-52.89893153835038,"{""type"":""MultiPoint"",""coordinates"":[]}"
5082_0,1,62.08514953269637,-49.54524228512101,"{""type"":""MultiPoint"",""coordinates"":[]}"
5083_0,2,76.41523413588872,-64.86422684943284,"{""type"":""MultiPoint"",""coordinates"":[]}"
5088_0,2,80.0515298303784,-62.8143806306771,"{""type"":""MultiPoint"",""coordinates"":[]}"
5100_0,4,69.71368522718672,-49.67426078445027,"{""type"":""MultiPoint"",""coordinates"":[]}"
5102_0,4,62.342383293504064,-49.19778854468543,"{""type"":""MultiPoint"",""coordinates"":[]}"
5113_0,2,66.35771732668204,-49.95549976818109,"{""type"":""MultiPoint"",""coordinates"":[]}"
5126_0,3,65.88845814785131,-52.23954392026998,"{""type"":""MultiPoint"",""coordinates"":[]}"
5129_0,2,65.48696631199935,-52.31830359934873,"{""type"":""MultiPoint"",""coordinates"":[]}"
5132_0,4,70.03083387152722,-51.848815073600036,"{""type"":""MultiPoint"",""coordinates"":[]}"
5136_0,1,62.27544888776403,-49.784316041682146,"{""type"":""MultiPoint"",""coordinates"":[]}"
5160_0,2,76.73656004865606,-65.26094112694939,"{""type"":""MultiPoint"",""coordinates"":[]}"
5169_0,2,76.38253513493878,-67.06635004891355,"{""type"":""MultiPoint"",""coordinates"":[]}"
5173_0,1,78.98891608868232,-66.18330324820413,"{""type"":""MultiPoint"",""coordinates"":[]}"
5183_0,1,68.69374672998778,-50.317558457860756,"{""type"":""MultiPoint"",""coordinates"":[]}"
5186_0,2,77.74471058773473,-66.34067680337014,"{""type"":""MultiPoint"",""coordinates"":[]}"
5194_0,1,65.10190068320156,-50.495968901368116,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203_0,2,80.33686637195554,-64.28463402763083,"{""type"":""MultiPoint"",""coordinates"":[]}"
5244_0,4,62.658034849089184,-48.79891635214377,"{""type"":""MultiPoint"",""coordinates"":[]}"
5248_0,1,78.15194841103883,-69.60890419568263,"{""type"":""MultiPoint"",""coordinates"":[]}"
5251_0,1,78.37757656035284,-67.39691172073134,"{""type"":""MultiPoint"",""coordinates"":[]}"
5261_0,2,63.67232507481248,-48.907344995887115,"{""type"":""MultiPoint"",""coordinates"":[]}"
5265_0,2,60.487253177186126,-44.0019899785626,"{""type"":""MultiPoint"",""coordinates"":[]}"
5290_0,2,67.5689491881582,-50.675600593197906,"{""type"":""MultiPoint"",""coordinates"":[]}"
5294_0,1,60.75154844273198,-44.40689717414118,"{""type"":""MultiPoint"",""coordinates"":[]}"
5298_0,4,80.0101190253871,-60.31348544616482,"{""type"":""MultiPoint"",""coordinates"":[]}"
5305_0,2,76.73587572963224,-66.21082827713272,"{""type"":""MultiPoint"",""coordinates"":[]}"
5308_0,2,61.31563338151364,-47.29696463838478,"{""type"":""MultiPoint"",""coordinates"":[]}"
5309_0,3,80.79952921405591,-62.11411718046485,"{""type"":""MultiPoint"",""coordinates"":[]}"
5313_0,2,76.74511269648985,-69.64388185057747,"{""type"":""MultiPoint"",""coordinates"":[]}"
