system:index,distance_to_sea,.geo
2002,47581.16558718058,"{""type"":""Point"",""coordinates"":[-49.42932464538254,65.67643612540235]}"
2006,42689.004532491424,"{""type"":""Point"",""coordinates"":[-44.37857637111783,61.250624193841624]}"
2016,4.7222390126822305,"{""type"":""Point"",""coordinates"":[-43.80051754271675,59.86567307174526]}"
2019,1331.9948060157215,"{""type"":""Point"",""coordinates"":[-54.827585141657806,69.92922999758254]}"
2020,41096.44185261273,"{""type"":""Point"",""coordinates"":[-49.3561940469977,63.44741574580571]}"
2037,14608.161111570333,"{""type"":""Point"",""coordinates"":[-65.12612175426521,80.24590941655707]}"
2042,988.6536002545831,"{""type"":""Point"",""coordinates"":[-49.81029303726669,63.04975363165239]}"
2045,14130.361686626187,"{""type"":""Point"",""coordinates"":[-51.25180734031822,71.74874897713596]}"
2049,32912.99539600465,"{""type"":""Point"",""coordinates"":[-54.87706518065152,74.10655238564384]}"
2051,47052.72739748508,"{""type"":""Point"",""coordinates"":[-62.499235157268004,79.46415012237381]}"
2060,12543.161481974172,"{""type"":""Point"",""coordinates"":[-52.536055517300845,70.32877309225505]}"
2063,11370.72592140459,"{""type"":""Point"",""coordinates"":[-49.882348169610516,64.57369062461672]}"
2076,3839.474643824447,"{""type"":""Point"",""coordinates"":[-63.88572830572705,79.9127135670186]}"
2085,2205.951361660502,"{""type"":""Point"",""coordinates"":[-50.32793046486313,64.60669320073028]}"
2099,9402.454671385716,"{""type"":""Point"",""coordinates"":[-54.05645850228387,71.82611393988405]}"
2110,2464.6639354507533,"{""type"":""Point"",""coordinates"":[-64.81319463691315,76.20238499873915]}"
2119,3873.506567941827,"{""type"":""Point"",""coordinates"":[-44.72271408213432,60.530863243125076]}"
2122,31264.191771180092,"{""type"":""Point"",""coordinates"":[-44.591340106996846,60.990502141874224]}"
2123,9171.205675505016,"{""type"":""Point"",""coordinates"":[-66.44535844626851,77.0300892444762]}"
2145,8571.49493532779,"{""type"":""Point"",""coordinates"":[-64.39040601881041,80.93527129934294]}"
2149,3147.424656806402,"{""type"":""Point"",""coordinates"":[-59.51857290902738,75.94472209174556]}"
2167,6755.324389242682,"{""type"":""Point"",""coordinates"":[-54.59046354238661,69.63612171351843]}"
2179,44807.84562932632,"{""type"":""Point"",""coordinates"":[-61.77800253242554,79.93568594174434]}"
2187,2321.087778333998,"{""type"":""Point"",""coordinates"":[-51.96168264398084,65.98596269506892]}"
2197,10729.259041895626,"{""type"":""Point"",""coordinates"":[-65.40864617477052,76.34099337160234]}"
2227,33140.83376315067,"{""type"":""Point"",""coordinates"":[-60.53137061265299,80.77520769222362]}"
2238,27217.970980462156,"{""type"":""Point"",""coordinates"":[-49.10481705676549,62.51879564975514]}"
2243,3577.7861847045083,"{""type"":""Point"",""coordinates"":[-53.35447207924655,71.60204917378145]}"
2251,45453.08133141808,"{""type"":""Point"",""coordinates"":[-60.29781028898578,76.54423853118155]}"
2258,15874.264353894847,"{""type"":""Point"",""coordinates"":[-53.066858077338246,69.84184570117398]}"
2259,50281.74363425185,"{""type"":""Point"",""coordinates"":[-49.23129279591579,66.73154534155474]}"
2267,66991.83368793209,"{""type"":""Point"",""coordinates"":[-49.155784279448206,65.41372078823025]}"
2271,4139.97087987518,"{""type"":""Point"",""coordinates"":[-44.126661083406816,60.640367749983035]}"
2277,926.9132439369683,"{""type"":""Point"",""coordinates"":[-52.51919578536998,67.31117013671503]}"
2303,610.618723174821,"{""type"":""Point"",""coordinates"":[-48.479019839835146,61.270550192744444]}"
2310,3773.045736660676,"{""type"":""Point"",""coordinates"":[-51.085452365978455,68.4832546404204]}"
2323,16892.039906479517,"{""type"":""Point"",""coordinates"":[-60.539448570191404,81.0427335184453]}"
2325,414.6406195686454,"{""type"":""Point"",""coordinates"":[-50.49849235912907,63.3621429078543]}"
2327,60826.41284885997,"{""type"":""Point"",""coordinates"":[-58.10001820082977,80.80002122377375]}"
2330,8677.041771202767,"{""type"":""Point"",""coordinates"":[-51.15157508260254,65.14828206979912]}"
2334,52005.95928328995,"{""type"":""Point"",""coordinates"":[-49.3371579167072,65.63713773333781]}"
2346,7705.5862821871215,"{""type"":""Point"",""coordinates"":[-43.47217452856077,60.23810460765955]}"
2352,37607.894297977655,"{""type"":""Point"",""coordinates"":[-46.86398122045286,61.33340387762474]}"
2356,121.47724425066683,"{""type"":""Point"",""coordinates"":[-49.581396034695025,62.20111141681752]}"
2358,54345.522603279234,"{""type"":""Point"",""coordinates"":[-49.54773926383564,67.41553833200928]}"
2365,2028.1481506458283,"{""type"":""Point"",""coordinates"":[-70.88200408561707,78.69535270547378]}"
2368,63321.20561533531,"{""type"":""Point"",""coordinates"":[-68.03130804174336,78.26791469467359]}"
2380,6410.808411618105,"{""type"":""Point"",""coordinates"":[-53.18461635949189,67.1123664521337]}"
2386,4969.844717032789,"{""type"":""Point"",""coordinates"":[-55.44205205293317,73.58281710216389]}"
2399,325.9225883664371,"{""type"":""Point"",""coordinates"":[-52.034957222762344,64.57495940689157]}"
2404,13804.166134135536,"{""type"":""Point"",""coordinates"":[-55.27754146526086,73.96643982219538]}"
2411,806.0217057121024,"{""type"":""Point"",""coordinates"":[-52.55113421463736,65.8780138402472]}"
2415,12481.859185959285,"{""type"":""Point"",""coordinates"":[-48.5838142883769,61.890649510391285]}"
2418,6693.364991891298,"{""type"":""Point"",""coordinates"":[-46.55063045465831,61.08269168547326]}"
2421,40532.44121498933,"{""type"":""Point"",""coordinates"":[-70.63733415295158,78.24636137678978]}"
2426,424.74444611189415,"{""type"":""Point"",""coordinates"":[-50.473342101957506,69.4468231182787]}"
2430,2393.7262793091822,"{""type"":""Point"",""coordinates"":[-64.18814164034035,80.07804611611726]}"
2443,57977.53942999134,"{""type"":""Point"",""coordinates"":[-59.22398101321652,80.67567872369828]}"
2456,18047.209738946363,"{""type"":""Point"",""coordinates"":[-49.7364390601504,63.29240099004924]}"
2457,62.614267573696715,"{""type"":""Point"",""coordinates"":[-52.56423458482708,66.00362590361527]}"
2472,33762.62028347931,"{""type"":""Point"",""coordinates"":[-49.62979248460035,67.63707769030295]}"
2474,1124.0510418862877,"{""type"":""Point"",""coordinates"":[-51.18236465849375,69.91367655645804]}"
2479,2501.411400182534,"{""type"":""Point"",""coordinates"":[-59.6324694761529,75.85401738482227]}"
2483,7791.58493607127,"{""type"":""Point"",""coordinates"":[-54.34283188968549,72.64605191872835]}"
2486,30469.67968063324,"{""type"":""Point"",""coordinates"":[-47.97306555742976,61.804016842852285]}"
2488,2297.1049880345176,"{""type"":""Point"",""coordinates"":[-53.79791115237215,71.70228670113976]}"
2493,23233.003272268143,"{""type"":""Point"",""coordinates"":[-44.96765810183793,61.36775503911007]}"
2500,74972.961579257,"{""type"":""Point"",""coordinates"":[-49.10313849989739,66.04890824072885]}"
2504,7200.150673108338,"{""type"":""Point"",""coordinates"":[-70.52393164140398,76.9980544728903]}"
2527,28128.520426710907,"{""type"":""Point"",""coordinates"":[-53.52356128702504,69.83729640067526]}"
2531,4279.838860507245,"{""type"":""Point"",""coordinates"":[-47.2969747904707,61.01755901530497]}"
2540,4122.1767814517425,"{""type"":""Point"",""coordinates"":[-52.9817258281977,65.93127926922953]}"
2545,10124.056376933328,"{""type"":""Point"",""coordinates"":[-54.21043204972653,69.75333505477082]}"
2546,25571.4227473141,"{""type"":""Point"",""coordinates"":[-64.49671510293278,80.51771709990425]}"
2553,19882.428291249624,"{""type"":""Point"",""coordinates"":[-48.847770049748135,62.36018114845641]}"
2563,4630.7823925914945,"{""type"":""Point"",""coordinates"":[-55.43967347016229,73.87678054194407]}"
2564,11865.22894641953,"{""type"":""Point"",""coordinates"":[-50.50288221419844,67.08474627892338]}"
2569,16275.660427279508,"{""type"":""Point"",""coordinates"":[-49.86740272348183,69.675048529837]}"
2573,18083.747381721147,"{""type"":""Point"",""coordinates"":[-53.16817551039574,72.22890584381454]}"
2574,27304.866070362667,"{""type"":""Point"",""coordinates"":[-44.19529405487739,60.85886498249154]}"
2575,13343.048010390254,"{""type"":""Point"",""coordinates"":[-49.623669757626125,62.81102897833203]}"
2576,3032.576821490874,"{""type"":""Point"",""coordinates"":[-50.51593761147432,69.74616447314804]}"
2584,53101.73118744712,"{""type"":""Point"",""coordinates"":[-50.19045636843574,66.18541340828483]}"
2586,1632.3370512887448,"{""type"":""Point"",""coordinates"":[-43.41518779215564,60.499972779978144]}"
2605,6839.576290845447,"{""type"":""Point"",""coordinates"":[-53.53087585899241,67.41220460067835]}"
2607,13585.640012537557,"{""type"":""Point"",""coordinates"":[-68.88352311088377,78.71881450919258]}"
2608,18271.892973321726,"{""type"":""Point"",""coordinates"":[-53.1949290963605,70.51087420613453]}"
2609,2537.9878792466284,"{""type"":""Point"",""coordinates"":[-68.0707103092121,77.53323734316913]}"
2611,33008.824264774616,"{""type"":""Point"",""coordinates"":[-49.07483068027172,64.50246275596699]}"
2613,25683.46007768008,"{""type"":""Point"",""coordinates"":[-71.4944605226285,78.24169838945699]}"
2623,12971.568201370803,"{""type"":""Point"",""coordinates"":[-48.6641673764903,61.80589523793759]}"
2625,11460.376645044724,"{""type"":""Point"",""coordinates"":[-51.66974481499024,67.53089668143582]}"
2633,299.98693426257597,"{""type"":""Point"",""coordinates"":[-72.82502537864468,78.17430896197956]}"
2642,23054.134478921456,"{""type"":""Point"",""coordinates"":[-67.3260156049915,76.84149815627777]}"
2643,26263.47747928644,"{""type"":""Point"",""coordinates"":[-66.8624796425943,76.50661051251674]}"
2644,674.7162947538396,"{""type"":""Point"",""coordinates"":[-50.838058566476775,70.71366456427494]}"
2655,61706.572881479384,"{""type"":""Point"",""coordinates"":[-53.11353254101321,73.27920088945343]}"
2656,40804.4987615201,"{""type"":""Point"",""coordinates"":[-51.643711230730226,72.15274250631384]}"
2663,15186.889313226025,"{""type"":""Point"",""coordinates"":[-68.57431986410785,78.72648787340859]}"
2669,7174.659941808249,"{""type"":""Point"",""coordinates"":[-70.43541224536322,76.98426399878704]}"
2676,1450.5872530652568,"{""type"":""Point"",""coordinates"":[-53.19373305205249,67.904692802898]}"
2677,41490.01681738601,"{""type"":""Point"",""coordinates"":[-69.3417058501126,78.42494916861071]}"
2691,10514.845615491076,"{""type"":""Point"",""coordinates"":[-43.63090364163601,60.97783116477909]}"
2694,808.488792015197,"{""type"":""Point"",""coordinates"":[-54.55165432395956,69.57192736986369]}"
2719,831.7864786641329,"{""type"":""Point"",""coordinates"":[-53.08061873991014,65.61937702630763]}"
2741,22674.23948464177,"{""type"":""Point"",""coordinates"":[-63.64859187735455,79.56854333175441]}"
2750,14345.181012981377,"{""type"":""Point"",""coordinates"":[-51.643342279070964,66.93531446322744]}"
2752,3915.8984315629195,"{""type"":""Point"",""coordinates"":[-51.786097345040446,65.88944626691263]}"
2759,52808.58645516436,"{""type"":""Point"",""coordinates"":[-49.30327931842398,68.4860090718397]}"
2767,22707.096058079835,"{""type"":""Point"",""coordinates"":[-53.927948426445944,72.90653524811054]}"
2786,15433.691672834851,"{""type"":""Point"",""coordinates"":[-52.093807509331576,68.37022561078804]}"
2789,7694.683974744143,"{""type"":""Point"",""coordinates"":[-53.77030776110077,69.63727158035911]}"
2790,15776.26855141498,"{""type"":""Point"",""coordinates"":[-52.26003059382258,70.2673383970844]}"
2805,23832.832833078886,"{""type"":""Point"",""coordinates"":[-50.17710560051851,63.81001870273469]}"
2810,66223.67934779548,"{""type"":""Point"",""coordinates"":[-46.73994128453254,61.763447612862436]}"
2813,7049.513774154928,"{""type"":""Point"",""coordinates"":[-65.8401028386214,77.5937813498057]}"
2826,4873.050375884439,"{""type"":""Point"",""coordinates"":[-43.729788780876184,60.19624853478379]}"
2841,94272.13892047625,"{""type"":""Point"",""coordinates"":[-46.972518705293396,62.13631781941931]}"
2843,8056.554146061536,"{""type"":""Point"",""coordinates"":[-51.03197024020931,63.99236381682159]}"
2860,9923.675729947556,"{""type"":""Point"",""coordinates"":[-47.24534223986411,61.06196674834777]}"
2871,50039.97757533296,"{""type"":""Point"",""coordinates"":[-48.738010322806964,62.64726352838388]}"
2884,23339.777756553227,"{""type"":""Point"",""coordinates"":[-52.90268144569292,70.5303413021157]}"
2892,31214.348713147465,"{""type"":""Point"",""coordinates"":[-71.02492465410666,78.31053141309026]}"
2897,958.6040802935398,"{""type"":""Point"",""coordinates"":[-51.521032733948864,71.28188282287371]}"
2914,9703.649718698518,"{""type"":""Point"",""coordinates"":[-52.99820588729254,67.40664397758097]}"
2927,25076.928466116417,"{""type"":""Point"",""coordinates"":[-69.25842110935464,78.59986256239073]}"
2936,17692.518139582244,"{""type"":""Point"",""coordinates"":[-69.85888281654562,78.01882701371495]}"
2951,1705.351544675664,"{""type"":""Point"",""coordinates"":[-51.87565283421343,64.75390284544088]}"
2956,34914.60046162672,"{""type"":""Point"",""coordinates"":[-66.20165808150901,76.59151710070675]}"
2962,19030.44141304206,"{""type"":""Point"",""coordinates"":[-49.77117901651768,62.630682719492036]}"
2966,4671.053499057809,"{""type"":""Point"",""coordinates"":[-68.01240615219093,77.55313475410381]}"
2975,44915.755175673745,"{""type"":""Point"",""coordinates"":[-46.271965766482055,61.65318204768583]}"
2981,15524.160813206254,"{""type"":""Point"",""coordinates"":[-49.90855776699189,67.79235539050052]}"
3002,61443.58746898683,"{""type"":""Point"",""coordinates"":[-48.89982302238907,63.884583891080766]}"
3005,37533.16971706973,"{""type"":""Point"",""coordinates"":[-64.12589044975189,79.09039275427791]}"
3007,6819.811735713659,"{""type"":""Point"",""coordinates"":[-49.95063291441166,64.31893762707793]}"
3008,18073.356362138205,"{""type"":""Point"",""coordinates"":[-51.10621373257594,67.43065343864932]}"
3010,20000.93426182723,"{""type"":""Point"",""coordinates"":[-53.705369007252365,70.59387095265816]}"
3024,47172.36811637137,"{""type"":""Point"",""coordinates"":[-48.8217128474549,62.66485883435816]}"
3036,121.28885851880584,"{""type"":""Point"",""coordinates"":[-50.92953649996711,68.66094920851927]}"
3041,68832.47711899751,"{""type"":""Point"",""coordinates"":[-49.764912634287974,66.24548805885104]}"
3043,95875.62268217387,"{""type"":""Point"",""coordinates"":[-58.15335405200415,80.3699541053557]}"
3050,10354.522261881839,"{""type"":""Point"",""coordinates"":[-53.18401360292133,67.46737181950803]}"
3056,2500.402499437679,"{""type"":""Point"",""coordinates"":[-51.88752605982283,66.47647419011214]}"
3070,15683.767446920629,"{""type"":""Point"",""coordinates"":[-49.82091586308636,69.56327500711987]}"
3077,4028.9281945193015,"{""type"":""Point"",""coordinates"":[-53.26930372216002,69.60493544711674]}"
3082,7515.373611850819,"{""type"":""Point"",""coordinates"":[-52.64851519944898,66.20184093520272]}"
3083,30639.320199930276,"{""type"":""Point"",""coordinates"":[-50.05724626656215,66.58226249842689]}"
3092,17984.467929608738,"{""type"":""Point"",""coordinates"":[-48.55181696310608,62.1609970958207]}"
3098,29944.236018916898,"{""type"":""Point"",""coordinates"":[-49.83206978896962,68.69928246562613]}"
3099,1768.0669328669755,"{""type"":""Point"",""coordinates"":[-66.90200176239932,76.28634852628977]}"
3119,21100.95807368384,"{""type"":""Point"",""coordinates"":[-49.869237203592164,66.86416778664373]}"
3141,31775.268876550585,"{""type"":""Point"",""coordinates"":[-49.25738982381412,62.81569272448724]}"
3144,3610.555242314072,"{""type"":""Point"",""coordinates"":[-51.68904651910129,67.3141152135543]}"
3150,24773.52238743563,"{""type"":""Point"",""coordinates"":[-54.02760735612454,73.0667117717009]}"
3154,38306.65128289839,"{""type"":""Point"",""coordinates"":[-52.405275944987366,72.40142150594696]}"
3173,12630.216761366855,"{""type"":""Point"",""coordinates"":[-71.94272843382366,78.38763822271451]}"
3188,1931.4100423830641,"{""type"":""Point"",""coordinates"":[-52.451314796927655,66.82828078946447]}"
3192,2857.901815066555,"{""type"":""Point"",""coordinates"":[-54.651876429549986,72.95975678838987]}"
3201,3781.358022905831,"{""type"":""Point"",""coordinates"":[-45.5967447332956,61.08236613648326]}"
3203,173.26197190696945,"{""type"":""Point"",""coordinates"":[-45.828194051986834,61.11703570012527]}"
3214,26268.951477941097,"{""type"":""Point"",""coordinates"":[-69.91277411915465,78.09654696210696]}"
3221,37599.34543446752,"{""type"":""Point"",""coordinates"":[-48.80691901059665,62.523220414007625]}"
3222,7245.926582169437,"{""type"":""Point"",""coordinates"":[-53.11565332019927,66.42073754023653]}"
3229,6726.885424246426,"{""type"":""Point"",""coordinates"":[-66.46523757882349,76.25590296963111]}"
3231,37594.8584266321,"{""type"":""Point"",""coordinates"":[-69.64772058640322,78.19244354489545]}"
3236,13488.977535752683,"{""type"":""Point"",""coordinates"":[-53.78786942627895,70.66834461654601]}"
3258,50997.597351220764,"{""type"":""Point"",""coordinates"":[-49.44362498719988,65.85506162533675]}"
3260,21420.855245869367,"{""type"":""Point"",""coordinates"":[-70.25611270794056,78.05893103103254]}"
3265,28730.03951030311,"{""type"":""Point"",""coordinates"":[-46.07919237513046,61.54009688427412]}"
3273,3665.9503601455144,"{""type"":""Point"",""coordinates"":[-45.69516601337365,60.896721048826514]}"
3274,1604.8740046293703,"{""type"":""Point"",""coordinates"":[-43.86505970910777,60.47931939328078]}"
3282,10144.371633507224,"{""type"":""Point"",""coordinates"":[-54.12768041539446,70.00819280916777]}"
3283,10764.628390724925,"{""type"":""Point"",""coordinates"":[-49.911737927169476,64.9224240727518]}"
3287,12609.954177777552,"{""type"":""Point"",""coordinates"":[-54.08308466346203,72.78163007306719]}"
3296,12504.160386186462,"{""type"":""Point"",""coordinates"":[-51.645795430728015,67.5235931414677]}"
3301,22432.996663862294,"{""type"":""Point"",""coordinates"":[-55.33779080273181,74.38773239611709]}"
3315,61803.86437994998,"{""type"":""Point"",""coordinates"":[-47.65051781461524,62.09840670306419]}"
3316,9950.167909491865,"{""type"":""Point"",""coordinates"":[-69.10422330268996,76.77044803281957]}"
3325,7020.036550854685,"{""type"":""Point"",""coordinates"":[-63.77411192444572,79.85014076842049]}"
3333,3025.381194072933,"{""type"":""Point"",""coordinates"":[-53.45556436917888,69.53414083745155]}"
3353,10280.941638953398,"{""type"":""Point"",""coordinates"":[-50.10233964294352,69.62105525436529]}"
3354,8163.783839991711,"{""type"":""Point"",""coordinates"":[-51.1736414674083,65.19732525097895]}"
3360,6730.789604007614,"{""type"":""Point"",""coordinates"":[-43.15658544331338,60.699284377603654]}"
3367,1128.903059263245,"{""type"":""Point"",""coordinates"":[-53.43004990490257,71.5871179433903]}"
3373,3265.4577089845843,"{""type"":""Point"",""coordinates"":[-44.2770713678807,60.565212453910355]}"
3375,3296.4799709551394,"{""type"":""Point"",""coordinates"":[-68.3640064770822,76.17887810478013]}"
3377,19001.76483251759,"{""type"":""Point"",""coordinates"":[-63.92230744324268,79.46148283480785]}"
3378,48539.86379634086,"{""type"":""Point"",""coordinates"":[-68.39501654565879,78.15374838634982]}"
3379,20534.497254985647,"{""type"":""Point"",""coordinates"":[-65.64638703711638,80.42415328163705]}"
3382,12544.21130676454,"{""type"":""Point"",""coordinates"":[-58.97197530889693,75.97786303955738]}"
3402,3138.6060302651786,"{""type"":""Point"",""coordinates"":[-51.73979492168537,65.62418220549107]}"
3431,5887.933538787824,"{""type"":""Point"",""coordinates"":[-51.06273291289596,63.710789268572334]}"
3441,63645.15326644013,"{""type"":""Point"",""coordinates"":[-46.784654832559006,61.72189730238603]}"
3452,44158.83051310521,"{""type"":""Point"",""coordinates"":[-54.32347403491122,74.05225764304902]}"
3463,14607.169653815397,"{""type"":""Point"",""coordinates"":[-48.709365775694316,62.19027545861983]}"
3478,37515.4039628669,"{""type"":""Point"",""coordinates"":[-62.82301073183258,76.68892531423279]}"
3483,20238.223010776444,"{""type"":""Point"",""coordinates"":[-70.65434917302954,78.43355497006765]}"
3486,9533.504489373856,"{""type"":""Point"",""coordinates"":[-50.42619335442704,65.25113397806216]}"
3507,44.87682253474446,"{""type"":""Point"",""coordinates"":[-68.6443848502105,77.50174083649873]}"
3511,10430.301493092222,"{""type"":""Point"",""coordinates"":[-52.24300301321803,69.73791469333472]}"
3515,21305.117219232172,"{""type"":""Point"",""coordinates"":[-53.7338996005741,69.78823534997494]}"
3542,26839.54541882891,"{""type"":""Point"",""coordinates"":[-46.744155040434464,61.255342683504075]}"
3546,2222.0477355311004,"{""type"":""Point"",""coordinates"":[-44.705670528723374,60.610707906913646]}"
3548,45517.160714343074,"{""type"":""Point"",""coordinates"":[-49.845886195244404,66.00494073622399]}"
3558,32666.875219251444,"{""type"":""Point"",""coordinates"":[-49.39011557561277,69.49312753120951]}"
3567,13456.343047532631,"{""type"":""Point"",""coordinates"":[-50.43145150909987,65.06474004597638]}"
3582,7667.956178172049,"{""type"":""Point"",""coordinates"":[-47.790704607249886,61.34815029982169]}"
3585,3457.3111047705215,"{""type"":""Point"",""coordinates"":[-50.784915589131835,64.24173528091656]}"
3602,893.8221567167507,"{""type"":""Point"",""coordinates"":[-50.951837721390596,70.60267122890126]}"
3609,7437.094655645923,"{""type"":""Point"",""coordinates"":[-67.11634334775204,77.07934015680412]}"
3645,1267.4230957644934,"{""type"":""Point"",""coordinates"":[-68.78756497399716,76.52110885627293]}"
3646,1012.7909066677909,"{""type"":""Point"",""coordinates"":[-52.52830335134375,71.25835385951696]}"
3652,66378.89330146772,"{""type"":""Point"",""coordinates"":[-47.551619311243456,62.07365129166966]}"
3657,17859.642076139626,"{""type"":""Point"",""coordinates"":[-51.03621550760822,66.66131946563115]}"
3659,8502.271597393668,"{""type"":""Point"",""coordinates"":[-50.16612746323128,63.298225163009356]}"
3678,16885.93887694959,"{""type"":""Point"",""coordinates"":[-50.301689364138745,67.00627228981756]}"
3681,2694.3395059314344,"{""type"":""Point"",""coordinates"":[-50.62568776607544,68.01460965242838]}"
3700,37212.99062358014,"{""type"":""Point"",""coordinates"":[-49.1496903506252,63.2748385329244]}"
3709,9733.017418667243,"{""type"":""Point"",""coordinates"":[-51.24577789400724,66.9998423982791]}"
3712,6148.70802960534,"{""type"":""Point"",""coordinates"":[-63.24851717514065,80.98368372987652]}"
3719,3518.4807548960093,"{""type"":""Point"",""coordinates"":[-51.737542329582254,67.32544811715681]}"
3720,12206.050839345922,"{""type"":""Point"",""coordinates"":[-51.65578713415307,64.66142177220402]}"
3726,10830.9538155478,"{""type"":""Point"",""coordinates"":[-52.916823529005335,69.85337762056784]}"
3729,8267.400135364673,"{""type"":""Point"",""coordinates"":[-48.213386464491506,61.42670959805608]}"
3730,1246.7679467791063,"{""type"":""Point"",""coordinates"":[-53.17061581890813,66.11495137802802]}"
3732,14076.579667696757,"{""type"":""Point"",""coordinates"":[-50.5795458119807,70.18955485589973]}"
3736,31466.634699663704,"{""type"":""Point"",""coordinates"":[-49.17505517785423,62.89004064354819]}"
3756,39707.12481265202,"{""type"":""Point"",""coordinates"":[-58.48491577126743,81.02611298259534]}"
3760,32772.24327265248,"{""type"":""Point"",""coordinates"":[-61.2754115665631,80.7082367078972]}"
3762,383.0942914802819,"{""type"":""Point"",""coordinates"":[-53.501714879843185,67.83266749085104]}"
3766,4809.820958644527,"{""type"":""Point"",""coordinates"":[-50.78470679468069,66.91410942284453]}"
3769,22324.069367792526,"{""type"":""Point"",""coordinates"":[-51.908817263645254,70.26656900861286]}"
3784,47216.21610253042,"{""type"":""Point"",""coordinates"":[-49.482431948147486,68.42390329238629]}"
3786,54725.03473112494,"{""type"":""Point"",""coordinates"":[-53.324889902350364,73.25900807655009]}"
3789,52338.52510430255,"{""type"":""Point"",""coordinates"":[-49.41444197996636,66.54231053011277]}"
3792,4672.710793008908,"{""type"":""Point"",""coordinates"":[-65.59527575779455,76.09698536666593]}"
3794,4531.60482284836,"{""type"":""Point"",""coordinates"":[-52.324592860490625,66.56861319581701]}"
3798,20241.809015663748,"{""type"":""Point"",""coordinates"":[-52.272753612369726,72.12357559231313]}"
3809,2449.203398910942,"{""type"":""Point"",""coordinates"":[-50.940443225317544,68.90942461708877]}"
3817,15989.753109120671,"{""type"":""Point"",""coordinates"":[-49.66577279543497,68.98854566416439]}"
3841,44610.84948592462,"{""type"":""Point"",""coordinates"":[-50.64304499024988,66.16557142383166]}"
3842,33185.96149101964,"{""type"":""Point"",""coordinates"":[-54.95251418753481,74.17404041780732]}"
3844,21801.185897130043,"{""type"":""Point"",""coordinates"":[-50.05469730348539,65.77169337516628]}"
3846,15148.41067563523,"{""type"":""Point"",""coordinates"":[-45.38029400890894,61.3697277584963]}"
3848,2916.7716092247488,"{""type"":""Point"",""coordinates"":[-50.874517241692345,66.8148340676824]}"
3856,16731.039185781836,"{""type"":""Point"",""coordinates"":[-52.21154678832194,67.55673398298654]}"
3866,43343.16051619201,"{""type"":""Point"",""coordinates"":[-62.1296313971535,79.7036926716075]}"
3872,33635.279713880285,"{""type"":""Point"",""coordinates"":[-50.14322081328174,66.54134492426242]}"
3875,5750.132676734983,"{""type"":""Point"",""coordinates"":[-52.332192384600006,67.29498261037226]}"
3882,25586.816681346052,"{""type"":""Point"",""coordinates"":[-50.03052757244348,63.895404195733946]}"
3883,10174.967913765862,"{""type"":""Point"",""coordinates"":[-55.78605285466611,74.5147139820172]}"
3887,40898.79213453945,"{""type"":""Point"",""coordinates"":[-48.300977843765885,62.35744686891529]}"
3900,41602.77605231175,"{""type"":""Point"",""coordinates"":[-62.12182284886107,76.65833135842973]}"
3904,8595.02169914692,"{""type"":""Point"",""coordinates"":[-50.447590307973826,65.25085860322613]}"
3907,2424.784730939459,"{""type"":""Point"",""coordinates"":[-52.61060490006619,69.8717132202055]}"
3912,18412.969198077004,"{""type"":""Point"",""coordinates"":[-44.90539214777711,61.09908998243815]}"
3914,16770.814510102795,"{""type"":""Point"",""coordinates"":[-67.67949892450837,76.31855381417702]}"
3924,14981.08246721825,"{""type"":""Point"",""coordinates"":[-52.67307259116346,69.54328679822844]}"
3926,27.670583158333873,"{""type"":""Point"",""coordinates"":[-52.12797085473143,71.2307128580028]}"
3933,34933.92320718072,"{""type"":""Point"",""coordinates"":[-63.64686475210989,79.26828277422568]}"
3948,21424.281050298876,"{""type"":""Point"",""coordinates"":[-51.981352422501494,66.25500834974912]}"
3954,66267.6343763535,"{""type"":""Point"",""coordinates"":[-58.367035829462544,80.75264601424769]}"
3967,27678.963569701486,"{""type"":""Point"",""coordinates"":[-50.22841577347194,66.58824339904461]}"
3982,797.8262459576353,"{""type"":""Point"",""coordinates"":[-44.524919178560225,60.429939096835916]}"
3984,20193.593732483845,"{""type"":""Point"",""coordinates"":[-49.62714624693647,64.72826426792716]}"
3989,36877.494997879054,"{""type"":""Point"",""coordinates"":[-49.523162131144105,65.0944160068831]}"
4017,4653.917264568804,"{""type"":""Point"",""coordinates"":[-45.17658609728571,61.23415897281251]}"
4039,5465.973292237528,"{""type"":""Point"",""coordinates"":[-53.51777366516341,66.3083293538965]}"
4042,10624.817427494203,"{""type"":""Point"",""coordinates"":[-50.523574331654764,65.82388485590351]}"
4046,8511.050878701228,"{""type"":""Point"",""coordinates"":[-51.07937193235395,64.96858071300291]}"
4063,3949.7592745473653,"{""type"":""Point"",""coordinates"":[-56.37227559762885,74.67379880708086]}"
4066,11414.067728386171,"{""type"":""Point"",""coordinates"":[-50.63950952058553,65.8539857015038]}"
4069,3937.245530013854,"{""type"":""Point"",""coordinates"":[-51.36187816527817,66.90732264855316]}"
4070,16297.155608804558,"{""type"":""Point"",""coordinates"":[-58.398326571417236,75.8810888537854]}"
4073,16605.777430504393,"{""type"":""Point"",""coordinates"":[-50.44805796382029,65.8679803450655]}"
4075,21672.557950358037,"{""type"":""Point"",""coordinates"":[-55.22817998698772,74.07696953194164]}"
4077,103.98320233695972,"{""type"":""Point"",""coordinates"":[-46.73293477546777,60.86625968077975]}"
4083,31166.46311416511,"{""type"":""Point"",""coordinates"":[-44.6818507598362,61.04801964716457]}"
