system:index,latitude,longitude,offset,slope,.geo
4766_0,67.46055831270267,-50.34612501424279,0.5173155833746158,0.016377250845873936,"{""type"":""MultiPoint"",""coordinates"":[]}"
4767_0,77.51944370663102,-65.11900969311672,0.019283735019733482,-0.0023388676973510646,"{""type"":""MultiPoint"",""coordinates"":[]}"
4774_0,67.68720325888603,-51.0820248949935,-0.002674804939116867,0.003996031077295166,"{""type"":""MultiPoint"",""coordinates"":[]}"
4779_0,64.56681528796847,-49.74066051274623,0.19054020484734857,0.00445328163394976,"{""type"":""MultiPoint"",""coordinates"":[]}"
4784_0,65.03780199143233,-50.623884100092546,0.31801970432462606,-0.004600311789015956,"{""type"":""MultiPoint"",""coordinates"":[]}"
4785_0,70.51644724622047,-50.92499938332941,0.18531428660076832,0.005933129667441655,"{""type"":""MultiPoint"",""coordinates"":[]}"
4786_0,69.79761535586802,-52.309213404629176,0.37631680178414084,0.0092197692698682,"{""type"":""MultiPoint"",""coordinates"":[]}"
4805_0,64.0853182956804,-50.61139751764328,0.15311216483932874,-2.693708444581217E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4806_0,77.16137523438097,-69.80291541604433,0.03424537829146409,-6.117672024724672E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4810_0,76.3152520682688,-60.28355818175817,-1.9719947862231323E-4,1.4854942373034106E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4819_0,69.59863852043554,-53.30319926650743,-0.003262264229288196,0.001111376684889942,"{""type"":""MultiPoint"",""coordinates"":[]}"
4841_0,62.05916817234882,-48.5468893316798,0.08416869407492271,0.003389060447578237,"{""type"":""MultiPoint"",""coordinates"":[]}"
4860_0,60.32083826604913,-44.59789534269038,0.06353324932570435,0.0027500375295360286,"{""type"":""MultiPoint"",""coordinates"":[]}"
4876_0,78.29621693280917,-70.15496517589077,-0.0015567515120550948,0.0012655445702131488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4877_0,63.32731985894034,-48.99460966928497,-0.007653423618708017,2.3491747512721314E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4878_0,73.36132191949858,-53.40309192610152,-0.004782045428112369,0.0014816794243778992,"{""type"":""MultiPoint"",""coordinates"":[]}"
4880_0,61.70100986857036,-48.90900022270838,0.14643027386962815,-4.2668682623766115E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4886_0,70.48419772752057,-53.91836557307248,0.2913436506070709,0.005855961304579382,"{""type"":""MultiPoint"",""coordinates"":[]}"
4902_0,74.00739027183734,-56.00766726087766,0.26308032676274473,0.005178186211098383,"{""type"":""MultiPoint"",""coordinates"":[]}"
4906_0,64.79651450611782,-51.65371274180716,0.29499863076198585,8.966910425835591E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4908_0,77.83609984428315,-68.14714068435522,0.017789164968726148,-8.498622631435547E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4915_0,66.89803328178704,-52.03352044393289,0.29166202423799614,-9.848394311467138E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4929_0,81.05727879007893,-63.43790247041546,-0.009103632788781749,0.0012005714917673839,"{""type"":""MultiPoint"",""coordinates"":[]}"
4935_0,76.36986963754326,-62.87959952133517,-0.004128423107229521,7.415587846527666E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4937_0,66.97618671150543,-50.50755227079907,0.4240698620312928,0.013528241968248287,"{""type"":""MultiPoint"",""coordinates"":[]}"
4943_0,64.149996996137,-49.23922092115071,-0.005243108148183672,1.4287589135554611E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4951_0,61.291557762068685,-47.41222729630843,-0.01501136543855655,-2.1181772694330264E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4953_0,78.43222186682486,-70.64050458695736,0.17989986625327795,0.007585742178923821,"{""type"":""MultiPoint"",""coordinates"":[]}"
4961_0,60.118537664065414,-44.047767062695584,0.14638500741465407,0.0011409082401699186,"{""type"":""MultiPoint"",""coordinates"":[]}"
4968_0,75.05284959949563,-57.48099415836209,0.020120298491777728,-0.0021327683189629482,"{""type"":""MultiPoint"",""coordinates"":[]}"
4970_0,61.87815764259873,-49.15199450706271,0.48395124678793217,0.0038594365058744586,"{""type"":""MultiPoint"",""coordinates"":[]}"
4971_0,63.32300794557657,-49.104114302419134,-0.010996534921270215,5.882879226360199E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4978_0,63.84897154442855,-50.109329105348884,0.47399798529250314,0.0047808135550398865,"{""type"":""MultiPoint"",""coordinates"":[]}"
4979_0,67.68639477513032,-53.44513308139831,0.4636641243133219,0.005801983205748654,"{""type"":""MultiPoint"",""coordinates"":[]}"
4980_0,67.13635632666394,-50.87478355894713,0.06264429374593367,-0.002873941997611322,"{""type"":""MultiPoint"",""coordinates"":[]}"
4988_0,73.84533419458218,-55.57288266336381,-0.019766803396730905,9.610927033030019E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4992_0,68.25772329583033,-50.646880971366,0.40503340087234196,0.005986163730579837,"{""type"":""MultiPoint"",""coordinates"":[]}"
4995_0,65.60239314750145,-52.967498844831965,-0.0509346450194075,0.003229206855883235,"{""type"":""MultiPoint"",""coordinates"":[]}"
5011_0,66.85060223478553,-49.86696364169344,0.44063111301418656,0.00987459023675409,"{""type"":""MultiPoint"",""coordinates"":[]}"
5014_0,65.74145235348314,-52.517083561374434,0.014853532713630487,-0.0016063148386721792,"{""type"":""MultiPoint"",""coordinates"":[]}"
5016_0,69.17669983148461,-49.39912104172399,-0.021347120187822304,0.0011766264489861372,"{""type"":""MultiPoint"",""coordinates"":[]}"
5022_0,63.74315000395927,-50.629363823325676,-0.0028931519366422226,-7.272973377970283E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5041_0,77.76225832792852,-67.86695614723834,0.016197027519989506,5.119156584467886E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5050_0,61.97005529616416,-47.748017549512305,-0.01101836588611639,2.3190144584452344E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5070_0,66.20606101842976,-52.03064583502371,-0.00930460854907434,7.791829713048703E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5077_0,68.15154242924741,-50.280278503916826,-0.0121663294531465,0.0013522545328962991,"{""type"":""MultiPoint"",""coordinates"":[]}"
5081_0,72.97271072758848,-52.90129300839236,-0.0017307814652757743,1.633550571005634E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5082_0,62.08584813628717,-49.54563626456388,0.17283043756313538,-4.935918056104254E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5083_0,76.41496506480607,-64.86559495146662,3.289172734812782E-4,0.0016074285817718678,"{""type"":""MultiPoint"",""coordinates"":[]}"
5088_0,80.05197415562077,-62.81896323965711,0.09961688773559474,3.4634842904612655E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5100_0,69.71416186597332,-49.674454676306624,-0.012483034074044408,9.46628550024812E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5102_0,62.343125633659,-49.19825774419486,-0.012201122962541654,0.001300660245506167,"{""type"":""MultiPoint"",""coordinates"":[]}"
5113_0,66.35733731227549,-49.95526803412238,0.41679074362221935,0.00507180812234039,"{""type"":""MultiPoint"",""coordinates"":[]}"
5126_0,65.88805740785145,-52.238156665655325,0.5989577780992509,-0.019257661828534528,"{""type"":""MultiPoint"",""coordinates"":[]}"
5129_0,65.48695963349209,-52.31622026384531,0.31205351828511274,-0.005677143659131184,"{""type"":""MultiPoint"",""coordinates"":[]}"
5132_0,70.03054850904022,-51.84783867470539,0.2730130478252519,-0.0013196255045738608,"{""type"":""MultiPoint"",""coordinates"":[]}"
5136_0,62.27539266123639,-49.78297116262826,0.01729944203312075,0.0013129832799558855,"{""type"":""MultiPoint"",""coordinates"":[]}"
5160_0,76.73746025180498,-65.26058418189396,0.006645868293780596,6.328400084061704E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5169_0,76.3821765569357,-67.06251481030931,-0.005016431077125138,0.002616640045355461,"{""type"":""MultiPoint"",""coordinates"":[]}"
5173_0,78.98872818533691,-66.1836929678552,0.0423520895290882,-0.0014157248297902497,"{""type"":""MultiPoint"",""coordinates"":[]}"
5183_0,68.69358587168513,-50.31710943056573,-0.014227095904716875,7.354880783881231E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5186_0,77.74483101141661,-66.34512022441146,0.020268612172947103,-2.1500589251242466E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5194_0,65.10158237660481,-50.49443686765092,0.2787390427330521,0.004017902290957199,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203_0,80.33736892138555,-64.28761889766412,0.07029970706545707,3.759189695246957E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5244_0,62.65834446685653,-48.79859727429009,-0.010319645261584597,-5.86153244108469E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5248_0,78.15248648735005,-69.60591487423692,-0.008908683745518894,0.0020990427616491324,"{""type"":""MultiPoint"",""coordinates"":[]}"
5251_0,78.37679581379469,-67.39453213931989,0.0038513375620076824,8.670900691318732E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5261_0,63.67218309651383,-48.90711376061173,-0.01028162816983984,-2.2785412981746715E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5265_0,60.48675709902601,-44.002761466961196,-0.02732546981200009,5.17839539065888E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5290_0,67.56871547291067,-50.67436941906006,0.16706138784320707,0.013576966981781345,"{""type"":""MultiPoint"",""coordinates"":[]}"
5294_0,60.752029602426504,-44.40601519800245,-0.015231117934860348,-0.001136542291091871,"{""type"":""MultiPoint"",""coordinates"":[]}"
5298_0,80.00957367421033,-60.30727370525892,-0.0055789957525063764,0.0040050892936563725,"{""type"":""MultiPoint"",""coordinates"":[]}"
5305_0,76.73503480053785,-66.21019326873672,-4.903502382079764E-4,4.0533810710079415E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5308_0,61.31536311709785,-47.29715310841272,-0.02157121850191056,0.0010104303128490527,"{""type"":""MultiPoint"",""coordinates"":[]}"
5309_0,80.80018095576392,-62.11207894258346,-0.00411072323948888,0.002188107102442468,"{""type"":""MultiPoint"",""coordinates"":[]}"
5313_0,76.74509593171999,-69.64427293686882,0.11391054791864567,-0.0027343825145824292,"{""type"":""MultiPoint"",""coordinates"":[]}"
5322_0,71.1721275720993,-51.62460732660169,-0.01334421246190224,4.7674205065426675E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5330_0,72.49453750185165,-53.9042620231118,0.4430877658006089,0.004736046759512735,"{""type"":""MultiPoint"",""coordinates"":[]}"
5332_0,62.39522792013793,-49.67283770879521,0.7138719558018345,-0.002086112789803022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5344_0,65.79454278677461,-50.79887591743903,0.44239520474131844,0.005951027344082187,"{""type"":""MultiPoint"",""coordinates"":[]}"
5345_0,80.6993001493573,-57.86421545856747,-0.0015676185781888941,0.003587740179297857,"{""type"":""MultiPoint"",""coordinates"":[]}"
5354_0,64.74773598619014,-51.285223812261336,0.4372839676193448,0.009418257590867268,"{""type"":""MultiPoint"",""coordinates"":[]}"
5357_0,67.02909748174007,-50.04869282367081,0.40832102227878575,0.015220017045658802,"{""type"":""MultiPoint"",""coordinates"":[]}"
5372_0,81.01110538447519,-63.98344934246124,-0.0036425998028871125,1.006324846534212E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5373_0,73.00460092017471,-54.55733723466669,-0.02975527927582946,8.958459410123073E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5375_0,65.55648923648293,-52.23537188827455,-0.00563979124322592,-5.665362625539471E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5377_0,78.10128251615524,-71.45500705506853,0.0027935543107650445,1.688815176109411E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5390_0,76.75668419888513,-69.68155302115979,0.2337974365645754,-0.0012368409652317996,"{""type"":""MultiPoint"",""coordinates"":[]}"
